	ABSMissong1	AGAMissong2	AOMNgun2	APBMumfu1	BAAMashi4	BKBMashi2	BNMKung2	CENMundabli2	DNMMumfu2	DPNFang13	ECLAbar8	ENBBiya1	FBCBiya8	ICNBiya2	JGYKoshin3	KBMNgun4	KCSKung3	KCYBuu2	KDCAjumbu10	KDVFang1	KEMBuu1	KFKMashi1	KHKFang12	KJSFang2	KMNAjumbu2	LFNMundabli1	MCANgun3	MEAMumfu3	MNJBuu4	MRYKoshin2	NACAbar2	NCCMumfu4	NCMMashi5	NDNMissong5	NEAMunken1	NEMAjumbu9	NFKBiya7	NGTMunken3	NINMundabli4	NJNBiya6	NJSKung4	NMAAbar1	NMNMundabli3	NMSMissong4	NNBBuu3	NSFBiya5	NUNMunken4	NVBAbar7	NVIAjumbu1	TELKoshin4	TNTMunken2	WCANgun1	ZKGKung1
MNJBuu4	0.140023246	0.122907319	0.136433307	0.172672050	0.126997160	0.098831883	0.060996790	0.104349696	0.177826816	0.025214700	0.125607511	0.071224833	0.065064557	0.078352821	0.034137282	0.138742489	0.063494817	0.029180103	0.068105010	0.038749847	0.022325305	0.102862803	0.029460996	0.034675208	0.042190723	0.163960954	0.166248796	0.149999839	0.000000000	0.040103667	0.126046815	0.138425797	0.161692801	0.150188244	0.095978005	0.070767589	0.046780894	0.115374028	0.140756285	0.080233461	0.059140302	0.170084970	0.113072087	0.143445706	0.006000419	0.144524391	0.129417773	0.145112095	0.037619520	0.034777458	0.123052050	0.094487793	0.070821704
MRYKoshin2	0.149231706	0.121260368	0.132822182	0.147851097	0.138438953	0.099850096	0.050582349	0.124942759	0.162223079	0.033693561	0.135628570	0.075607534	0.071221750	0.085984023	0.038942662	0.156156977	0.052193834	0.040832445	0.065990260	0.022208350	0.034563672	0.104201681	0.036009889	0.025483710	0.025041159	0.134873396	0.176371965	0.156927664	0.040103667	0.000000000	0.124404325	0.164192518	0.178047587	0.158525469	0.105412960	0.070032452	0.056930382	0.138913923	0.117372398	0.082414261	0.051960913	0.176093961	0.141925953	0.155707523	0.038339473	0.155112318	0.144302387	0.155074231	0.021307253	0.036588489	0.133708404	0.102827633	0.054677269
NACAbar2	0.037490464	0.030748557	0.020553574	0.118565809	0.109824940	0.078905140	0.091074532	0.084457597	0.097093159	0.128969950	0.018076248	0.065922015	0.037584519	0.066826429	0.106133959	0.037889186	0.097468434	0.130033837	0.090187826	0.157868281	0.146255837	0.076064080	0.153102690	0.169491795	0.114042385	0.105681229	0.047841069	0.108611877	0.126046815	0.124404325	0.000000000	0.095673583	0.101251747	0.019953629	0.036435112	0.083207472	0.046678324	0.034302781	0.100206721	0.032006767	0.106310736	0.029787231	0.087654513	0.025170885	0.133936123	0.027825668	0.035298527	0.016502328	0.099950696	0.102756037	0.032819372	0.032067600	0.109493826
NCCMumfu4	0.127212236	0.085090525	0.097287763	0.051068845	0.107415615	0.070930381	0.142638695	0.065783539	0.036054477	0.164516148	0.108696427	0.110559060	0.114701193	0.089049267	0.140407841	0.132236984	0.173950017	0.153181183	0.150899256	0.200469148	0.175192520	0.072313055	0.189950270	0.210582526	0.158353905	0.092087631	0.145936808	0.011976213	0.138425797	0.164192518	0.095673583	0.000000000	0.092207468	0.116170227	0.088992269	0.148707697	0.120748480	0.102354623	0.086263922	0.133442857	0.176651944	0.076543685	0.064598218	0.094545384	0.161607171	0.122109660	0.088142759	0.093218522	0.125494598	0.146081372	0.122851317	0.083503872	0.145540380
NCMMashi5	0.110770005	0.070810065	0.110224897	0.121111469	0.020036586	0.041816347	0.149914654	0.084645179	0.102866834	0.158045927	0.108634288	0.097226029	0.103379411	0.077239536	0.132716711	0.140949077	0.181231455	0.164797062	0.168209639	0.209606454	0.189717272	0.043842370	0.186037484	0.216522578	0.177718807	0.114707542	0.164214741	0.098423586	0.161692801	0.178047587	0.101251747	0.092207468	0.000000000	0.101396826	0.082293450	0.162530381	0.114815043	0.109628448	0.112239768	0.122574150	0.181391563	0.086406161	0.076343680	0.082823265	0.164639974	0.129374958	0.096967742	0.113871239	0.141409326	0.141592902	0.116875128	0.081719144	0.154532845
NDNMissong5	0.044332850	0.035406468	0.030125663	0.165389629	0.119261747	0.102253601	0.112174551	0.109020919	0.132105116	0.143404179	0.015357808	0.086333973	0.053244176	0.087601849	0.124594618	0.030279210	0.121079980	0.170786078	0.103907742	0.194917440	0.188523004	0.099064413	0.174650626	0.208385537	0.142740297	0.148440355	0.040069720	0.128388445	0.150188244	0.158525469	0.019953629	0.116170227	0.101396826	0.000000000	0.048592355	0.097914053	0.066369441	0.030357612	0.142921554	0.036838355	0.129505994	0.042788583	0.113931338	0.009972965	0.153314396	0.023641615	0.031663054	0.020225641	0.131710656	0.120666431	0.042359908	0.043088702	0.130458871
NEAMunken1	0.065337303	0.022515835	0.040740767	0.126925867	0.089507404	0.047376216	0.069740580	0.092810458	0.103958969	0.096682994	0.037285246	0.038651264	0.025944273	0.032251646	0.066490599	0.068940292	0.101223019	0.088282142	0.082919446	0.124592929	0.109506815	0.042961334	0.112228739	0.136087649	0.093085004	0.127151565	0.091720536	0.104445874	0.095978005	0.105412960	0.036435112	0.088992269	0.082293450	0.048592355	0.000000000	0.074620365	0.032128302	0.025000647	0.114797657	0.039940293	0.096143964	0.054247579	0.092435425	0.041033776	0.096576005	0.052648419	0.029381055	0.045813796	0.066940669	0.064906750	0.033332278	0.019978459	0.075021039
NEMAjumbu9	0.109601168	0.106881417	0.091626273	0.178454351	0.150111692	0.120577226	0.067862773	0.121320620	0.166434266	0.063775254	0.090281124	0.093027602	0.057822115	0.100540498	0.042057045	0.091594546	0.053438556	0.078275469	0.005408418	0.078903389	0.080732875	0.119638885	0.077789559	0.087882903	0.035233277	0.169611759	0.106149422	0.153783173	0.070767589	0.070032452	0.083207472	0.148707697	0.162530381	0.097914053	0.074620365	0.000000000	0.052014734	0.081878367	0.160761214	0.061124516	0.058330450	0.143598166	0.142305255	0.097788543	0.067325066	0.090040024	0.086414396	0.096921316	0.041970477	0.037546909	0.071881754	0.087763305	0.077054791
NFKBiya7	0.069954742	0.042899883	0.045367699	0.146117762	0.105537349	0.075125620	0.032141758	0.101192505	0.137793128	0.049852197	0.045455076	0.029167025	0.002864936	0.037693483	0.046537282	0.065417756	0.045353251	0.050338102	0.060450302	0.062266747	0.055980352	0.074448786	0.056191842	0.069512461	0.046815981	0.135967766	0.090258987	0.136925577	0.046780894	0.056930382	0.046678324	0.120748480	0.114815043	0.066369441	0.032128302	0.052014734	0.000000000	0.049583385	0.122682716	0.018755264	0.040456158	0.087009515	0.108937071	0.067955603	0.047010767	0.058582102	0.060518854	0.063309710	0.037306780	0.044356808	0.045856533	0.029071170	0.046982475
NGTMunken3	0.060411809	0.038988957	0.034197390	0.152378890	0.117074081	0.084461418	0.104097073	0.096706457	0.127928590	0.120605625	0.024717208	0.074113535	0.043496556	0.069394579	0.090090682	0.025519524	0.114658252	0.133373889	0.084633601	0.162531930	0.149295695	0.081237984	0.144382706	0.172689488	0.124147139	0.146813535	0.040114680	0.113874845	0.115374028	0.138913923	0.034302781	0.102354623	0.109628448	0.030357612	0.025000647	0.081878367	0.049583385	0.000000000	0.136270031	0.026287363	0.117186972	0.060775144	0.096899255	0.036292857	0.116471156	0.019043476	0.011550141	0.026170331	0.105529473	0.086969526	0.031064339	0.031694279	0.112118110
