a11londo	100
a121mbonge	100
a122bakundu	100
a141lefo	100
a151nkongho	100
a15ambuu	100
a15bmiengenwmanenguba	100
a15celungcentralmanenguba	100
a15cmkaa	100
a43abasaa	100
a62anukalonge	100
a63mangisa	100
a75afangbitam	100
a803shiwa	100
b11ampongwe	100
b11borungu	100
b11cgalwa	100
b11fenenga	100
b201ndasa	100
b24wumbvu	100
b251shake	100
b25kota	100
b301viya	100
b302himba	100
b304pinzi	100
b305vove	100
b31tsogo	100
b501wanzimo	100
b51dumala	100
b53tsaangipoungi	100
b602kaninginord	100
b602kaningisud	100
b62mbaama	100
b63ndumu	100
b701atsitsege	100
b71atekedj	100
b71atekeos	100
c104aka	100
c141bonyala	100
c21ngare	100
c22akwa	100
c24koyo	100
c25abunji	100
c25bolee	100
c25eeboyi	100
c61mongo	100
d32bira	100
e46sonjo	100
e51kikuyu	100
e52embu	100
e53merutig	100
e55kamba	100
e621csiha	100
e621dkibosho	100
e622cvunjo	100
e65gweno	100
e71aupperpokomo	100
e72agiryama	100
e73digo	100
e74adawida	100
f25bungu	100
f32nyaturuwil	100
f33langi	100
g23sambaa	100
g24bondei	100
g31zigua	100
g32doe	100
g32kwere	100
g33zaramo	100
g34nguungulu	100
g36kami	100
g44angazija	100
g52ndamba	100
g61sangu	100
g63bena	100
g65kinga	100
h31yaka	100
jd62rundi	100
jd64shubi	100
jd65hangaza	100
jd66kiha	100
jd67kivinza	100
je11runyoro	100
je12rutooro	100
je13runyankore	100
je16lusoga	100
je17gwere	100
je21runyambo	100
je22haya	100
je23zinza	100
je25kilegi	100
je25mkwaya	100
je31lumasaaba	100
je32luyia	100
je34samialugwe	100
je401ngoreme	100
je402ikizu	100
je403suba	100
je404shasi	100
je41maragoli	100
je42gusii	100
je43kuriamago	100
je43kuriatari	100
m11pimbwe	100
m12lungwa	100
m13fipa	100
m14rungu	100
m15mambwe	100
m21ndali	100
m21wanda	100
m22namwanga	100
m23nyiha	100
m24malila	100
m25safwa	100
m28lambya	100
n11manda	100
n12ngoni	100
n13matengo	100
n31chewa	100
p21yao	100
p25mabia	100
s11shona	100
s41xhosa	100
s42zulu	100
s44ndebele	100
a15cakossi	99
a24duala	99
a622nugunu	99
a72aewondo	99
a84njem	99
a85bbekwilmv	99
b11ddyumba	99
b21seki	99
b32kande	99
b42sangumi	99
b52nzebi	99
b865nzadi	99
c25condinga	99
c32bobangi	99
e53meru	99
e53tigania	99
e541chuka	99
e55kambakitu	99
e621bmachame	99
e623akiseri	99
e623mkuu	99
e701elwana	99
f22nyamwezi	99
f24kimbu	99
f31nyiramba	99
f32nyaturucha	99
g11gogo	99
g12kagulu	99
g37kutu	99
g39saghala	99
g62hehe	99
g64pangwa	99
h16kikongo	99
je14rukiga	99
je24kerebe	99
je43kuria	99
l11pende	99
m31nyakyusa	99
n14mpoto	99
p11ndengeleko	99
p13matumbi	99
