	ABSMissong1	AGAMissong2	AOMNgun2	APBMumfu1	BAAMashi4	BKBMashi2	BNMKung2	CENMundabli2	DNMMumfu2	DPNFang13	ECLAbar8	ENBBiya1	FBCBiya8	ICNBiya2	JGYKoshin3	KBMNgun4	KCSKung3	KCYBuu2	KDCAjumbu10	KDVFang1	KEMBuu1	KFKMashi1	KHKFang12	KJSFang2	KMNAjumbu2	LFNMundabli1	MCANgun3	MEAMumfu3	MNJBuu4	MRYKoshin2	NACAbar2	NCCMumfu4	NCMMashi5	NDNMissong5	NEAMunken1	NEMAjumbu9	NFKBiya7	NGTMunken3	NINMundabli4	NJNBiya6	NJSKung4	NMAAbar1	NMNMundabli3	NMSMissong4	NNBBuu3	NSFBiya5	NUNMunken4	NVBAbar7	NVIAjumbu1	TELKoshin4	TNTMunken2	WCANgun1	ZKGKung1
NACAbar2	0.962509536	0.969251443	0.979446426	0.881434191	0.890175060	0.921094860	0.908925468	0.915542403	0.902906841	0.871030050	0.981923752	0.934077985	0.962415481	0.933173571	0.893866041	0.962110814	0.902531566	0.869966163	0.909812174	0.842131719	0.853744163	0.923935920	0.846897310	0.830508205	0.885957615	0.894318771	0.952158931	0.891388123	0.873953185	0.875595675	1.000000000	0.904326417	0.898748253	0.980046371	0.963564888	0.916792528	0.953321676	0.965697219	0.899793279	0.967993233	0.893689264	0.970212769	0.912345487	0.974829115	0.866063877	0.972174332	0.964701473	0.983497672	0.900049304	0.897243963	0.967180628	0.967932400	0.890506174
NCCMumfu4	0.872787764	0.914909475	0.902712237	0.948931155	0.892584385	0.929069619	0.857361305	0.934216461	0.963945523	0.835483852	0.891303573	0.889440940	0.885298807	0.910950733	0.859592159	0.867763016	0.826049983	0.846818817	0.849100744	0.799530852	0.824807480	0.927686945	0.810049730	0.789417474	0.841646095	0.907912369	0.854063192	0.988023787	0.861574203	0.835807482	0.904326417	1.000000000	0.907792532	0.883829773	0.911007731	0.851292303	0.879251520	0.897645377	0.913736078	0.866557143	0.823348056	0.923456315	0.935401782	0.905454616	0.838392829	0.877890340	0.911857241	0.906781478	0.874505402	0.853918628	0.877148683	0.916496128	0.854459620
NCMMashi5	0.889229995	0.929189935	0.889775103	0.878888531	0.979963414	0.958183653	0.850085346	0.915354821	0.897133166	0.841954073	0.891365712	0.902773971	0.896620589	0.922760464	0.867283289	0.859050923	0.818768545	0.835202938	0.831790361	0.790393546	0.810282728	0.956157630	0.813962516	0.783477422	0.822281193	0.885292458	0.835785259	0.901576414	0.838307199	0.821952413	0.898748253	0.907792532	1.000000000	0.898603174	0.917706550	0.837469619	0.885184957	0.890371552	0.887760232	0.877425850	0.818608437	0.913593839	0.923656320	0.917176735	0.835360026	0.870625042	0.903032258	0.886128761	0.858590674	0.858407098	0.883124872	0.918280856	0.845467155
NDNMissong5	0.955667150	0.964593532	0.969874337	0.834610371	0.880738253	0.897746399	0.887825449	0.890979081	0.867894884	0.856595821	0.984642192	0.913666027	0.946755824	0.912398151	0.875405382	0.969720790	0.878920020	0.829213922	0.896092258	0.805082560	0.811476996	0.900935587	0.825349374	0.791614463	0.857259703	0.851559645	0.959930280	0.871611555	0.849811756	0.841474531	0.980046371	0.883829773	0.898603174	1.000000000	0.951407645	0.902085947	0.933630559	0.969642388	0.857078446	0.963161645	0.870494006	0.957211417	0.886068662	0.990027035	0.846685604	0.976358385	0.968336946	0.979774359	0.868289344	0.879333569	0.957640092	0.956911298	0.869541129
NEAMunken1	0.934662697	0.977484165	0.959259233	0.873074133	0.910492596	0.952623784	0.930259420	0.907189542	0.896041031	0.903317006	0.962714754	0.961348736	0.974055727	0.967748354	0.933509401	0.931059708	0.898776981	0.911717858	0.917080554	0.875407071	0.890493185	0.957038666	0.887771261	0.863912351	0.906914996	0.872848435	0.908279464	0.895554126	0.904021995	0.894587040	0.963564888	0.911007731	0.917706550	0.951407645	1.000000000	0.925379635	0.967871698	0.974999353	0.885202343	0.960059707	0.903856036	0.945752421	0.907564575	0.958966224	0.903423995	0.947351581	0.970618945	0.954186204	0.933059331	0.935093250	0.966667722	0.980021541	0.924978961
NEMAjumbu9	0.890398832	0.893118583	0.908373727	0.821545649	0.849888308	0.879422774	0.932137227	0.878679380	0.833565734	0.936224746	0.909718876	0.906972398	0.942177885	0.899459502	0.957942955	0.908405454	0.946561444	0.921724531	0.994591582	0.921096611	0.919267125	0.880361115	0.922210441	0.912117097	0.964766723	0.830388241	0.893850578	0.846216827	0.929232411	0.929967548	0.916792528	0.851292303	0.837469619	0.902085947	0.925379635	1.000000000	0.947985266	0.918121633	0.839238786	0.938875484	0.941669550	0.856401834	0.857694745	0.902211457	0.932674934	0.909959976	0.913585604	0.903078684	0.958029523	0.962453091	0.928118246	0.912236695	0.922945209
NFKBiya7	0.930045258	0.957100117	0.954632301	0.853882238	0.894462651	0.924874380	0.967858242	0.898807495	0.862206872	0.950147803	0.954544924	0.970832975	0.997135064	0.962306517	0.953462718	0.934582244	0.954646749	0.949661898	0.939549698	0.937733253	0.944019648	0.925551214	0.943808158	0.930487539	0.953184019	0.864032234	0.909741013	0.863074423	0.953219106	0.943069618	0.953321676	0.879251520	0.885184957	0.933630559	0.967871698	0.947985266	1.000000000	0.950416615	0.877317284	0.981244736	0.959543842	0.912990485	0.891062929	0.932044397	0.952989233	0.941417898	0.939481146	0.936690290	0.962693220	0.955643192	0.954143467	0.970928830	0.953017525
NGTMunken3	0.939588191	0.961011043	0.965802610	0.847621110	0.882925919	0.915538582	0.895902927	0.903293543	0.872071410	0.879394375	0.975282792	0.925886465	0.956503444	0.930605421	0.909909318	0.974480476	0.885341748	0.866626111	0.915366399	0.837468070	0.850704305	0.918762016	0.855617294	0.827310512	0.875852861	0.853186465	0.959885320	0.886125155	0.884625972	0.861086077	0.965697219	0.897645377	0.890371552	0.969642388	0.974999353	0.918121633	0.950416615	1.000000000	0.863729969	0.973712637	0.882813028	0.939224856	0.903100745	0.963707143	0.883528844	0.980956524	0.988449859	0.973829669	0.894470527	0.913030474	0.968935661	0.968305721	0.887881890
NINMundabli4	0.881353140	0.890849873	0.894054349	0.957698472	0.915888083	0.926254532	0.842386155	0.956563158	0.947612239	0.864521195	0.875796362	0.869575361	0.876726246	0.892711297	0.866331776	0.857772459	0.856335885	0.845742732	0.837679071	0.858937782	0.834915024	0.920809347	0.844480110	0.852466439	0.857550176	0.989193977	0.856187289	0.931018594	0.859243715	0.882627602	0.899793279	0.913736078	0.887760232	0.857078446	0.885202343	0.839238786	0.877317284	0.863729969	1.000000000	0.871814427	0.837230826	0.893792620	0.957451458	0.862024820	0.845509351	0.851767574	0.886710729	0.880113736	0.881900242	0.868091201	0.877492604	0.892085462	0.837616751
NJNBiya6	0.951169409	0.956464060	0.966752226	0.839233247	0.883476286	0.909201563	0.936099506	0.896095925	0.853435681	0.922882185	0.972480199	0.946473253	0.982260066	0.936757505	0.932564276	0.970421662	0.938577288	0.900602360	0.933128954	0.898215519	0.895836108	0.909012673	0.908136510	0.888775669	0.924018715	0.861898260	0.954512781	0.854972492	0.919766539	0.917585739	0.967993233	0.866557143	0.877425850	0.963161645	0.960059707	0.938875484	0.981244736	0.973712637	0.871814427	1.000000000	0.933436310	0.922142013	0.888631749	0.947799022	0.921264404	0.976705548	0.961859687	0.956370801	0.930451572	0.935377438	0.968645900	0.966250129	0.918206020
NJSKung4	0.857119472	0.883140609	0.892508751	0.801093082	0.839279157	0.868516736	0.963811824	0.858554425	0.806154062	0.952271108	0.884638057	0.915612458	0.950126183	0.901465289	0.938767922	0.881075638	0.992999672	0.932836044	0.934857239	0.951453108	0.940755886	0.865410272	0.956659098	0.948358087	0.953204849	0.815540880	0.857547023	0.805646198	0.940859698	0.948039087	0.893689264	0.823348056	0.818608437	0.870494006	0.903856036	0.941669550	0.959543842	0.882813028	0.837230826	0.933436310	1.000000000	0.835599583	0.840400918	0.867745263	0.945254184	0.875781921	0.873430592	0.868287942	0.952691324	0.942244289	0.897283472	0.904710056	0.954588520
NMAAbar1	0.941013175	0.974234771	0.950315149	0.884865709	0.892655542	0.936241856	0.885831589	0.897494879	0.915019711	0.818287315	0.959579096	0.933899856	0.926167200	0.943637117	0.861080830	0.916595163	0.837776395	0.847333087	0.850177449	0.774266121	0.817495865	0.941133012	0.791408034	0.768318046	0.831500608	0.881777069	0.900057553	0.908901456	0.829915030	0.823906039	0.970212769	0.923456315	0.913593839	0.957211417	0.945752421	0.856401834	0.912990485	0.939224856	0.893792620	0.922142013	0.835599583	1.000000000	0.911700115	0.966627094	0.824283469	0.939518418	0.953087369	0.971687869	0.859008746	0.860563630	0.914206698	0.964937112	0.878833951
NMNMundabli3	0.911208090	0.912064044	0.891122264	0.921469506	0.938951306	0.947747608	0.846861904	0.985092781	0.927886720	0.872538092	0.890161292	0.891348518	0.888457195	0.907878634	0.885716670	0.882022696	0.855399602	0.861941481	0.857676406	0.839493660	0.849379859	0.943163087	0.848692395	0.836178302	0.848178178	0.939381150	0.873205717	0.935995761	0.886927913	0.858074047	0.912345487	0.935401782	0.923656320	0.886068662	0.907564575	0.857694745	0.891062929	0.903100745	0.957451458	0.888631749	0.840400918	0.911700115	1.000000000	0.893824029	0.874315461	0.880280415	0.910410567	0.902186394	0.877752761	0.888199297	0.894024298	0.909930413	0.838527616
NMSMissong4	0.935298060	0.973916677	0.961293401	0.852431690	0.895680019	0.919527534	0.895870054	0.893882514	0.885198909	0.857359101	0.980574524	0.929272511	0.946351221	0.934380928	0.884674761	0.948856046	0.867344560	0.852059666	0.898048037	0.799977113	0.829432078	0.924579654	0.826318483	0.791638778	0.854112397	0.853084654	0.931427708	0.891533084	0.856554294	0.844292477	0.974829115	0.905454616	0.917176735	0.990027035	0.958966224	0.902211457	0.932044397	0.963707143	0.862024820	0.947799022	0.867745263	0.966627094	0.893824029	1.000000000	0.852683703	0.956641710	0.965614987	0.979056121	0.875033295	0.885149706	0.938398938	0.964802395	0.886087094
NNBBuu3	0.858014362	0.876873174	0.855665725	0.807611506	0.871012726	0.900077009	0.942802969	0.878289278	0.804329982	0.977914388	0.871631114	0.932545429	0.933774324	0.924527807	0.974295885	0.855982067	0.939225802	0.973248626	0.934501220	0.962759289	0.980647232	0.895890643	0.976261138	0.969453152	0.960162834	0.817807845	0.826816995	0.829657553	0.993999581	0.961660527	0.866063877	0.838392829	0.835360026	0.846685604	0.903423995	0.932674934	0.952989233	0.883528844	0.845509351	0.921264404	0.945254184	0.824283469	0.874315461	0.852683703	1.000000000	0.852257785	0.869656030	0.850297946	0.963309481	0.974330843	0.872385876	0.905274322	0.937226092
NSFBiya5	0.956720432	0.950527762	0.978814701	0.833974595	0.857945092	0.883385815	0.884449858	0.887822026	0.861354131	0.848530721	0.973396148	0.907530649	0.950857073	0.906776381	0.879145058	0.982100231	0.887747310	0.830850960	0.904188460	0.814823117	0.817693726	0.884682396	0.825078241	0.797947373	0.869394416	0.848254628	0.976938833	0.862988042	0.855475609	0.844887682	0.972174332	0.877890340	0.870625042	0.976358385	0.947351581	0.909959976	0.941417898	0.980956524	0.851767574	0.976705548	0.875781921	0.939518418	0.880280415	0.956641710	0.852257785	1.000000000	0.971983123	0.972949144	0.874690159	0.884238695	0.968981215	0.959170822	0.866474687
NUNMunken4	0.936895424	0.958172845	0.968076205	0.871681452	0.891922159	0.919941457	0.884292139	0.908935226	0.896475308	0.867176991	0.977081295	0.917197266	0.948456618	0.926429604	0.903071726	0.966343386	0.879867143	0.854606771	0.909248449	0.826533863	0.835759384	0.923115817	0.844800203	0.815477052	0.868092190	0.879987109	0.957036639	0.905793831	0.870582227	0.855697613	0.964701473	0.911857241	0.903032258	0.968336946	0.970618945	0.913585604	0.939481146	0.988449859	0.886710729	0.961859687	0.873430592	0.953087369	0.910410567	0.965614987	0.869656030	0.971983123	1.000000000	0.978870863	0.888134211	0.904646154	0.966208840	0.963627036	0.877802315
NVBAbar7	0.947583178	0.966766444	0.977029278	0.872526039	0.870697152	0.905523033	0.890200538	0.897734048	0.897534411	0.844405831	0.991440835	0.923940867	0.947586411	0.925260527	0.882922593	0.965691083	0.873454585	0.851103239	0.897205740	0.806446050	0.831105008	0.909901582	0.819578729	0.796783982	0.858758377	0.871785063	0.956377956	0.896924841	0.854887905	0.844925769	0.983497672	0.906781478	0.886128761	0.979774359	0.954186204	0.903078684	0.936690290	0.973829669	0.880113736	0.956370801	0.868287942	0.971687869	0.902186394	0.979056121	0.850297946	0.972949144	0.978870863	1.000000000	0.877019329	0.885918613	0.948573178	0.968305809	0.879110570
NVIAjumbu1	0.881709435	0.910526055	0.896574203	0.868267466	0.878066990	0.926721677	0.968697516	0.888339862	0.867281195	0.958060512	0.890866170	0.954420307	0.952177656	0.943767561	0.973591755	0.866742306	0.949389044	0.973714527	0.955961747	0.966720822	0.971378607	0.925981458	0.951989480	0.958814112	0.990492029	0.865570232	0.841792816	0.870511657	0.962380480	0.978692747	0.900049304	0.874505402	0.858590674	0.868289344	0.933059331	0.958029523	0.962693220	0.894470527	0.881900242	0.930451572	0.952691324	0.859008746	0.877752761	0.875033295	0.963309481	0.874690159	0.888134211	0.877019329	1.000000000	0.975368017	0.900907574	0.930368279	0.964636002
TELKoshin4	0.890567757	0.907656482	0.885598326	0.830664111	0.889604534	0.922158945	0.952951122	0.892317521	0.832566849	0.965009511	0.897459986	0.944869367	0.943187472	0.937963623	0.995485321	0.878784588	0.941591462	0.963322987	0.961606374	0.949501689	0.960492853	0.921032520	0.957742683	0.949629921	0.969267488	0.844746171	0.855818265	0.850431734	0.965222542	0.963411511	0.897243963	0.853918628	0.858407098	0.879333569	0.935093250	0.962453091	0.955643192	0.913030474	0.868091201	0.935377438	0.942244289	0.860563630	0.888199297	0.885149706	0.974330843	0.884238695	0.904646154	0.885918613	0.975368017	1.000000000	0.902001223	0.927470147	0.950492990
TNTMunken2	0.954553064	0.938134317	0.969180868	0.853680472	0.877360019	0.894696223	0.886769824	0.907107379	0.876713262	0.884054741	0.958666768	0.903603853	0.960001380	0.903690891	0.898627953	0.964505889	0.911546834	0.848623885	0.915735441	0.861530503	0.838904972	0.895277409	0.867926047	0.841894001	0.893413586	0.880235251	0.959089464	0.862282140	0.876947950	0.866291596	0.967180628	0.877148683	0.883124872	0.957640092	0.966667722	0.928118246	0.954143467	0.968935661	0.877492604	0.968645900	0.897283472	0.914206698	0.894024298	0.938398938	0.872385876	0.968981215	0.966208840	0.948573178	0.900907574	0.902001223	1.000000000	0.944826714	0.865471024
WCANgun1	0.949062890	0.989627409	0.973945007	0.884761986	0.909366826	0.952758291	0.944399354	0.904916667	0.903561193	0.893778027	0.972219201	0.977988463	0.977056908	0.981364655	0.927092837	0.940112406	0.899702522	0.916283126	0.907206757	0.867019892	0.897841917	0.955192152	0.877050806	0.859317180	0.907616438	0.876405972	0.916266339	0.900315599	0.905512207	0.897172367	0.967932400	0.916496128	0.918280856	0.956911298	0.980021541	0.912236695	0.970928830	0.968305721	0.892085462	0.966250129	0.904710056	0.964937112	0.909930413	0.964802395	0.905274322	0.959170822	0.963627036	0.968305809	0.930368279	0.927470147	0.944826714	1.000000000	0.940703586
ZKGKung1	0.861907332	0.925720243	0.888236557	0.831656029	0.856521063	0.913808250	0.992517617	0.842576382	0.839628524	0.931284544	0.889334409	0.962298891	0.946152035	0.953583208	0.949231543	0.852384896	0.937098522	0.961135389	0.920148006	0.923287710	0.953417085	0.916202636	0.927436986	0.924434043	0.950647187	0.811589959	0.816028649	0.839032704	0.929178296	0.945322731	0.890506174	0.854459620	0.845467155	0.869541129	0.924978961	0.922945209	0.953017525	0.887881890	0.837616751	0.918206020	0.954588520	0.878833951	0.838527616	0.886087094	0.937226092	0.866474687	0.877802315	0.879110570	0.964636002	0.950492990	0.865471024	0.940703586	1.000000000
